[463.5288487931752, 47.89070028786867]
[-31.729601744445343, -158.36894394901364]
[-2.9297203675306296, -12.536752200326255]
[-10.082572124432524, -17.003130671697665]
[-2.454955296223039, 4.653940376805513]
[-3.9562027483505524, 4.7130556833264015]
[4.101279040321712, 3.9191213812043095]
[-3.498868068659146, 0.8747060225250065]
[1.3867402832672848, -1.9044238960657136]
[0.6976469533448402, 1.3693852900994976]
[-11.577313014265446, -2.3075203915862144]
[-8.214170949579138, -3.5842712202600477]
[1.3780172307458978, -4.340055640442504]
[12.380751389588763, 1.255066731757319]
[-0.47594412973207323, 0.13099742195980824]
[-0.11199153377964954, -2.067447499301263]
[-0.8286280602487119, -0.3822814151168501]
[3.2150644040943774, 3.056922565843168]
[0.9714564201971162, 0.7882924584496251]
[-0.5650877456661281, 4.153285013364913]
[1.7084791525370984, 1.516384569549789]
[-1.376897550146352, 0.4087651791102527]
[-0.11934170439612046, -0.49545805569193213]
[0.301400705149109, -1.3134915589298775]
[0.3160199890399422, 0.1994158780796802]
[0.4168181331904366, 3.0906465842463993]
[-0.6086913530127607, -1.364665954609361]
[4.236273387371626, 0.3486428038961993]
[-0.10328750099102457, 0.2639055473029446]
[0.067383340333939, 0.5971034842923242]
[-0.300170820193288, -0.20339184294867962]
[0.1818868437006409, -0.19783607934254377]
[-0.7364187521083387, 0.4552865641678361]
[-0.039221084243381776, 1.0782185609686898]
[-0.008044868886663004, -0.32446914153124196]
[-2.6071701511670247, 0.5412664495392976]
[0.3094581245555794, 0.5012973262564424]
[-0.802894970785192, 0.593136171328589]
[-0.12442836218078446, 0.08797475234329122]
[0.12353364338218586, -0.3587691019128587]
[-0.26142708074395893, -0.3201651915031394]
[-0.5859475698362826, -0.30721713086144486]
[0.5063649300290831, -0.022308288260199982]
[-0.3379521876633691, 0.036642539015312225]
[0.49631366663652066, -0.16184514284339985]
[0.3778242009726605, -0.1210296656016785]
[-0.12348745170675163, 0.25892855941554827]
[0.1675177309266927, 0.4325102491191408]
[-0.24924916643404738, 0.05186596736016402]
[0.43646401866065254, -0.043087079398311606]
[0.17993311933853284, 0.0175790900024424]
[-0.1194448087475033, -0.057599627246318785]
[0.02255135358891258, 0.16759492276427035]
[0.40263920487240923, -0.3402049167472809]
[0.08032143344000864, 0.08958594941154607]
[-0.01767366359079592, -0.4795741865567871]
[-0.05596349558926761, -0.2717831626446281]
[-0.1687987929214807, -0.14150861649620716]
[-0.004840568131692535, 0.04636504956765686]
[-0.2819700488893697, 0.4978894892449095]
[-0.11522041054888144, -0.19660947061472767]
[-0.204957288040287, 0.04018486814130684]
[-0.01003742734811397, -0.03230484620631646]
[-0.03120186708781514, 0.457340994074543]
[0.1152666527582058, -0.04044811021056738]
[0.18563171970706005, 0.11403620295004568]
[0.19319143909077074, 0.005440707745319795]
[0.27741320025015614, -0.2426815297130589]
[0.17301205255170782, -0.04015522511117764]
[-0.025733429737552882, -0.21937417446719643]
[-0.07637729056084219, -0.04329186925890749]
[0.05869404771000397, 0.06994208708512595]
[-0.07815270791565121, 0.09345167360188267]
[-0.06454507980221613, 0.24134058695741967]
[-0.1846730411659303, 0.09546252445933723]
[0.027590392724668233, -0.08494225171345349]
[-0.06971627958312387, -0.028305560906654925]
[-0.09648370447652621, -0.14084500041913506]
[0.005661262849693927, -0.17703286304977328]
[0.11459061821091843, 0.07741224273658576]
[0.12638090844671535, -0.025833100970243716]
[-0.03773678076843834, 0.0787742655781356]
[0.02431343299153177, 0.0630223997265158]
[-0.04215962977547405, 0.0055035838711845475]
[-0.07416446073338756, 0.01917229810771648]
[-0.10594362224261711, 0.15837957298535965]
[-0.12196583203084321, -0.01699737963700787]
[-0.09699207585088365, 0.03489173585244454]
[0.10437484188173674, 0.09373549133278058]
[-0.06771880915254636, -0.02140267836055021]
[0.047682154976257385, -0.025290473618999637]
[0.07079126068715536, -0.13682485405774814]
[-0.00012447872561588413, -0.04102765013393017]
[0.046686426332896096, -0.011659186697650564]
[0.061580742075592866, -0.033784156260769416]
[0.026602695890924677, 0.009852677174084029]
[0.016745419943798967, 0.036012342975876965]
[0.029974544514996815, 0.04416558376492827]
[-0.014429420179385422, 0.07806491160846862]
[-0.07482193140153726, 0.028384903080109908]
[-0.03144496588158674, -0.0015109005676088305]
[0.1273457458056677, -0.09241327030875468]
[0.028516016233828823, -0.04759627747625017]
[0.04478776617794167, -0.1004449041139065]
[-0.03525845708614006, -0.0017200446675487147]
[-0.07000390878490625, -0.013949672749410058]
[-0.008893760861330091, -0.03552468910507112]
[-0.08837277642908425, 0.024674564724187942]
[0.008634102705630253, -0.05717365614030978]
[-0.032444331446971564, 0.13648878483087734]
[-0.012655243799853833, 0.038748827296934074]
[-0.0035330709376146796, 0.1308424150445584]
[-0.006430041302546513, 0.0026535487827215043]
[0.04124626332774284, -0.04040071856040206]
[0.07597746197509778, -0.0792921938315212]
[0.03918138296099394, -0.0389985617170745]
[0.03938708653097689, 0.0022278461251725723]
[0.08867088719556893, 0.0030791998750361316]
[0.010014526961850012, 0.081964837151566]
[0.008433721092453106, -0.04246383877252802]
[-0.05065851086411888, 0.05529747839456456]
[-0.06834125517516518, -0.037596005532512855]
[-0.049436027343316535, -0.02179460542115641]
[-0.041284860652141736, -0.004513790314983224]
[-0.00468047661448634, -0.03837189290108434]
[-0.007591194149537905, 0.025484309184165888]
[-0.028160182662536615, -0.02033293377564882]
[0.033511486689254744, 0.01846141858312822]
[-0.0029816981673913556, -0.03583802968279892]
[-0.014154105515733262, -0.0018247618678357558]
[0.028801485550907557, -0.027858217459769352]
[-0.017283283508412572, 0.03718665598247162]
[0.02096747056001047, 0.0375111259876324]
[-0.005050360572983914, 0.040544796992112]
[0.017169518768931025, 0.045612562027727344]
[-0.0329115667114423, 0.0018647061690261202]
[-0.003914142130241216, 0.005905017744206695]
[0.016734801206330974, 0.004726711995227895]
[-0.01534513388041403, -0.01931180150774784]
[0.03568623074639368, -0.028406077658207463]
[-0.005973977008871943, -0.01458445778036413]
[0.006700747740518487, -0.055731631780437094]
[0.006569082120058023, 0.021135830452419346]
[-0.04393526224937061, 0.0146229236036243]
[0.01789944235003449, 0.012175989644779062]
[-0.026770348669908683, 0.002012621498914652]
[0.027963428103675525, 0.02169254585307534]
[0.04338610890844241, -0.0029474133950275483]
[-0.01757315439588203, -0.02928253619700405]
[0.04648948543483189, -0.020534104355343696]
[-0.02733896281711168, -0.019402625503379456]
[-0.028418031549529266, 0.012381833655743635]
[0.009318165504918041, -0.023018826211403498]
[-0.0002407127387271668, -0.004462015140274445]
[0.006317065310239955, -0.0012283370655903347]
[0.003516173274878298, 0.0037643262041686665]
[-0.017641401533092016, 0.027502847861834434]
[-0.053300771151585824, 0.019666693091130005]
[0.0024543150200031505, 0.0030469741998560007]
[-0.0062816541086112565, 0.027486742631680938]
[0.036654920579602956, -0.05128413715931779]
[0.033446328698172545, 0.020143045783594715]
[-0.0020605642945521474, 0.003484211382575708]
[0.050034674061555595, 0.026488836022569462]
[-0.010379393445360874, 0.02305934508042684]
[0.006528296425088176, -0.02680826224526367]
[-0.004270658505466152, 0.005295306779789843]
[-0.012320833956897259, -0.04028487919731205]
[0.019357122443877328, 0.029366041802027842]
[-0.040596342462096646, -0.01920130156962596]
[-0.011952462010061615, 0.013099030556726232]
[-0.0006557567300378708, -0.027415679474615873]
[-0.022088363086256724, -0.009650607201531547]
[-0.006343867429916772, 0.03852152661802344]
[-0.032549071623021786, -0.04761034391326657]
[0.01188028969244409, 0.019379709335129225]
[0.014438209499633592, -0.019076235928134844]
[-0.008721786936214504, 0.009610415461443589]
[0.011481369447272294, -0.0067127795780610455]
[-0.0081464334091087, 0.008350735616922011]
[0.015911148121216634, 0.022993614538385193]
[-0.00693549919102171, 0.01963495476753896]
[0.03351502205153656, 0.01847666783207215]
[0.007941201892331662, -0.009672408853798914]
[-0.0069824454825238025, 0.017862633941753955]
[0.03784601700875208, -0.00474804679749799]
[-0.029373687512340638, -0.01510910937031626]
[-0.0015893728769264051, -0.017020161208542633]
[-0.009141398741193373, 0.00043925332187931543]
[-0.021727475195228108, 0.00964362930596336]
[0.014379440429013735, 0.010172168946382232]
[-0.019989507726988487, -0.01892335807478092]
[-0.000810540564297968, 0.00794934595011626]
[0.002725650567152238, -0.02982638332935339]
[0.003827720779842836, -0.011800397276617358]
[-0.01316021735078965, 0.007786261778781306]
[-0.004357363969337891, -0.015892073300659337]
[0.018840160157511776, 0.0248368735354057]
[0.020082509893374623, -0.0018567109297309425]
[0.015381404999180393, 0.013163662692720957]
[-0.01792658831734828, -0.008792787162502425]
[0.02263307909504997, -0.008988913075454463]
[-0.00396448525524018, 0.0015436095111638348]
[-0.030825129066327728, 0.000637470838868448]
[0.012941912158745489, 0.00014143714932912665]
[-0.013419881892922647, -0.0054393027397169336]
[0.012556034875506064, 0.004725545803869302]
[0.007889408977299173, 0.0107516121298874]
[-0.014534890256807181, -0.0023328401566520274]
[0.005219697061521977, 0.01324387515335812]
[-0.012802281554444683, 0.005141606497814477]
[0.019173870202985, 0.021151136066978715]
[0.005500623389032566, -0.011173488166391854]
[0.007957357462281989, -0.014934246170343668]
[0.011058014120929549, 0.012784404892542733]
[-0.018667038589569487, -0.022431547966351717]
[0.006461806895710298, 0.00950599697362442]
[-0.013476767479690843, -0.02124450663076982]
[-0.010847671102397816, -0.0013972548881239222]
[0.003964617004585558, 0.007627184408781296]
[-0.013581284667249394, 0.0012484258333287368]
[-0.011926398354265455, 0.0077332222849124665]
[-0.013344310263584513, -0.007697246108917255]
[0.0006320952035724359, 0.0013507467962755593]
[0.006972278807427235, -0.0244370583199226]
[-0.0036455728757372463, 0.020929425001005086]
[0.008516055286262314, -0.0030603176784163577]
[0.011407576795751273, 0.0162536604103255]
[0.02868428951811708, 0.010937394621921545]
[0.0010882289271364753, -0.01709743233975422]
[-0.00013427014558781147, 0.0036733805807427355]
[0.00890659144515582, -0.004579251474183255]
[-0.014541929658695357, 0.0054527321854137695]
[0.0033378909969794743, 0.013385258425760355]
[-0.0026107675069382413, 0.01401882873784252]
[-0.0010529083554440544, -0.006389495577380153]
[-0.0025323314133103153, 0.015818966448224447]
[-0.0020356531327238025, -0.013426712491444198]
[-0.011640090778042678, -0.012537338053473679]
[-0.010303040792086882, -0.02191633913146801]
[0.007298984006956832, -0.018018310906554313]
[-0.014445639930709686, -0.0007488047100044637]
[0.009693295511161881, -0.0032858511212813246]
[-0.0025749105321944965, 0.017220818638562396]
[-0.004854628938444128, 0.0030434445610636462]
[0.0057077040511164245, 0.010886275397345324]
[-0.0032873843937808456, -0.0026595937945144144]
[0.00927106583948123, 0.0069908151992100764]
[0.004030118448852288, -0.005173925280410385]
[0.014606076447690963, -0.00012273679519514413]
[0.015036236082619281, 0.0016677316048381297]
[0.000886061991267395, -0.01171211386071247]
