[421.97387108618506, -11.725695982194509]
[0.22515550957834307, -0.6857505615078523]
[1.6525696746682286, -4.310009213951481]
[0.23391527281077806, -0.05432657723072509]
[0.010507202302447283, -0.025256918136250306]
[0.0795074505084088, -0.1426707333549544]
[-0.19246686795461443, 0.5893907296429148]
[0.027475221458971077, 0.08100165929895109]
[0.05340024077272609, 0.08804632674804314]
[-0.026333114001548807, -0.05037172573731574]
[-0.018835079824622625, -0.012797687070058572]
[0.01624007781764547, -0.028085045866948377]
[0.016421836785751154, -0.013697674423884365]
[-0.0018242889620161407, -0.01601103034531448]
[-0.018305084510902958, 0.02200499235208042]
[0.010351890977146283, 0.008315904524446971]
[0.002928352170087578, 0.023519718877362372]
[-0.005436281938611565, 0.00044528852602816055]
[-0.004047959052273134, -0.00015400200099802835]
[0.002800844853579676, -0.008917418642271357]
[0.004755883915802173, -0.002186929456203579]
[-0.0019009521604371749, -0.005396203114578668]
[-0.002224357027716728, -0.0003593380434470106]
[0.0033705368199630215, -0.00042245596316980993]
[-0.0012898740294975397, 0.008479368852441382]
[-0.0002977117667946061, 0.0031652586255916937]
[-0.0015154616943013899, 0.0013533014246620567]
[0.00044893682086177833, -0.002934581415277693]
[0.001009953370995298, 8.366751388555471e-05]
[-0.0009467353902277154, -0.002357653344862598]
[0.001013098215307373, -0.0016964888527191135]
[0.0005414687759497383, -0.0017005781077408244]
[-0.0011669487836978298, 0.002982708076917362]
[0.0009343680381421748, 0.0019094262534911088]
[-0.0008207016968739822, 0.0013943449525659624]
[0.00013078308781294679, -0.0006284542471542247]
[-0.00034195977049404636, 0.0004331229002843967]
[-0.000315924837662962, -0.0011223470199550611]
[0.0013568550459126527, -0.0009174916402905353]
[-0.0005228447852310136, -0.0014058198198680927]
[-0.0004430049131974867, 0.0007757310015117369]
[0.0008666624605320195, 0.000670804224517596]
[-0.0005255155031380632, 0.0010928309505890965]
[0.0002490409389479531, 0.00020728990827545424]
[-0.0007272272140763647, 0.00033015209640885335]
[4.710496357640537e-05, -0.000545254456930766]
[0.0009021414479242207, -0.0002410596293297429]
[-0.0007379413608257224, -0.0008507921147922204]
[0.0001405545006276654, -6.332428867494855e-06]
[0.0004148580174886396, -4.597480112611407e-05]
[-0.0003162572150017251, 0.0007437390574231983]
[0.0003641267142975302, 0.00037951600778463046]
[-0.0006926712956398795, 0.00018189515377198262]
[0.0002318191422343574, -0.00026094283355169653]
[0.000340000592875242, 7.134982804258075e-05]
[-0.0005686517990390882, -0.0004098318162371051]
[0.00042966079435347027, -0.00015988388179932755]
[-2.3648194893644003e-05, -0.00030838527618914924]
[-0.00012921169851620729, 0.0004544334868814559]
[0.0003605204172563159, 0.00028133437598354405]
[-0.0005026865718900098, 9.809006551986243e-05]
[0.00030041598447061446, -0.00012043006319123473]
[-7.457862831317108e-05, 0.00011499171549778087]
[-0.00028308306823521256, -0.00016198132965516976]
[0.00045800850502453194, -8.965913048897267e-05]
[-0.00029021393325767697, -0.0002942687886893225]
