[374.7504924007809, -78.09486834045862]
[2.251416375461801, -9.580049430153636]
[24.40194496206754, -5.211666457682256]
[4.351803593283545, -2.259740330174097]
[-0.18600545464164853, 2.5370590017268135]
[-0.2916683722122144, 0.3792547458019584]
[1.0652169017290678, 1.2315783674258007]
[0.7111753371731702, -0.17174583520642628]
[-1.138368020007018, -0.5200355673300479]
[0.7407514725107847, 0.07457181076255504]
[0.7293919263974811, -0.15865778756107574]
[-0.10834170571905677, -0.46401899619305453]
[0.2219171630583494, -0.016939220313727077]
[0.17607738964059116, 0.1454929762507482]
[-0.1608040459410267, 0.2802881213863113]
[0.11521847221226267, 0.06215515002289074]
[0.10474591821403978, -0.3254422701266648]
[0.1991648198816467, -0.22298165928811464]
[0.09879746303115766, 0.033052824523847946]
[-0.06671887580020641, 0.0509317620918841]
[0.1104053396366047, 0.10516314287158046]
[0.059862206300345666, -0.006583990710574028]
[-0.11548035328000239, -0.0973402736950959]
[0.14924962609171144, -0.000931548305164065]
[0.11679096460922439, -0.018546509939270317]
[-0.0485203635722109, -0.08340643708714701]
[0.06965277105459422, -0.007838951005791017]
[0.04283988850117071, 0.024521123044068283]
[-0.05436189454799578, 0.05511409889493191]
[0.04058457118312919, 0.032248091435856274]
[0.048217836160505456, -0.08039204986222703]
[0.045946579799478915, -0.08212448262147731]
[0.029248336403298936, -0.0024730792047096273]
[-0.012490438995860664, 0.02349391829293901]
[0.0321112050624226, 0.0473364703752015]
[0.012754950638447449, 0.002847100614356002]
[-0.030301287650460695, -0.0485852652448564]
[0.06521192983186952, -0.011744675006200245]
[0.03806510787700601, -0.0026221754424663457]
[-0.02532340714582615, -0.023563412574068465]
[0.03792428463611319, 0.0002988158084242798]
[0.016811363083088615, 0.0040917236689002046]
[-0.031111704840559362, 0.01472146592340362]
[0.026264205258959894, 0.018811078662421377]
[0.027795586028971142, -0.02902162115604412]
[0.011979999518308027, -0.04161821090879858]
[0.015972832204362852, -0.007254795999086738]
[0.00024893948789161957, 0.011376058289454816]
