[560.9763342473389, -75.5696935165532]
[-23.703078641825726, -3.2396130822061195]
[-1.1999407970928075, -6.562051203070894]
[1.336620840424004, 2.360101848796816]
[-2.4280543241656076, -3.544746623009658]
[-0.30980337644337297, 1.1474904333079645]
[-1.0672505204885212, 1.0225061299392149]
[0.15534984343684322, -1.2760397757484867]
[-0.4567435842030312, -0.2438062470058071]
[-0.4265391128055871, 0.5712058476647162]
[-0.489611667297563, -0.6186231194825247]
[-0.07199174164198396, -0.013478454043752919]
[0.02509687141116146, 0.35895759689086226]
[0.12219473804510184, -0.2847405073213807]
[-0.23739913931504475, -0.1869637588915829]
[-0.29917758459021515, 0.18998501613943963]
[-0.18753650678911304, -0.14075621683350548]
[0.04168472560200165, -0.06522457239907453]
[0.08774754617827529, 0.11967143384369372]
[0.03528260569238917, -0.06938608137956237]
[-0.18353175027595547, -0.10243253500452099]
[-0.19129471957884991, 0.05112232107827874]
[-0.05947646758559921, -0.02964729106145081]
[0.07078975464330162, -0.03111079224833979]
[0.057644102083591386, 0.025536555696472618]
[-0.01771678438955071, -0.018093543418769453]
[-0.14083213649377235, -0.039831312835274524]
[-0.11138225806173807, -0.0020944228441677204]
[-7.269185391489685e-05, -0.011284474141583622]
[0.06323433779201637, 0.002358489979446432]
[0.02021859138440929, -0.006192183791048578]
[-0.0407509373642454, -0.01573631893524119]
[-0.09857497795821235, -0.002702659188274781]
[-0.05621274045260627, -0.014827369847670191]
[0.0214663245381308, -0.01881391423778922]
[0.04183501729181538, 0.020752883079080853]
[-0.006341758848114054, -0.008276279785665253]
[-0.04264800174531147, -0.02540413171530398]
[-0.06096075191515826, 0.01273147059607238]
[-0.023141568205535368, -0.008720004385155633]
[0.021646338386725583, -0.028677173080268403]
[0.019597499079821556, 0.024245408868730056]
[-0.01863140869037405, 0.0014030812500340772]
[-0.032635333899349916, -0.0326532477966317]
[-0.03260243254563289, 0.01297272126381932]
[-0.008048835203385007, 0.0030868389542977326]
[0.012180909937790751, -0.03240715622778634]
[0.0035256607280893526, 0.017750177864667482]
[-0.019080625855977917, 0.012133474188893933]
[-0.018888686833593127, -0.03291561115571762]
[-0.015464414305137009, 0.005308619204016374]
[-0.005269704232102601, 0.01277336212701119]
[0.0014158429701618402, -0.02883419298458101]
[-0.004047832299704179, 0.0073126935965233675]
[-0.012598227217964775, 0.018358759666841307]
[-0.007320399680552203, -0.026885446798121215]
[-0.008513512693065994, -0.0038574233721222484]
[-0.008695314844952673, 0.016875316842878796]
[-0.00572381192593685, -0.02046798897874913]
[-0.0042447558578113664, -0.0019992815079724613]
[-0.004340987688999487, 0.018612586655804453]
[-0.0009291586379016614, -0.017728259318473327]
[-0.008572337296868016, -0.01022595789801617]
[-0.01313179286481403, 0.015357359225287026]
[-0.007592824654418351, -0.011025925257305724]
[-0.0001363881382254739, -0.007254450309591043]
[0.0018408470434150281, 0.014268771375716582]
[6.602715188552821e-05, -0.00898797931856432]
[-0.011690820901353316, -0.012077141723799478]
[-0.01529260098009129, 0.010330173066030568]
[-0.005101706943688666, -0.0036653636079448937]
[0.004820630556106931, -0.007898594662849145]
[0.004166816326052203, 0.008060012735960242]
[-0.002595894472335214, -0.003166813062058349]
[-0.014477854379968846, -0.009954535452157298]
[-0.014104787025198462, 0.004612031449746867]
[-0.0005497826210221213, 5.352625801757771e-06]
[0.008028875319513018, -0.005222394871232439]
[0.002874144766086578, 0.002676271617086279]
[-0.006394012589597153, -0.0010927266865561336]
[-0.014973756767592938, -0.005773341705335611]
[-0.010318417897362764, 0.0005031605914640469]
[0.00362027358541539, 0.0001053095770731094]
[0.008393181835246621, -0.0013814529661599906]
[-0.0004591942104970048, -0.00021392438389611357]
[-0.00914050479651829, -0.002040855546203757]
[-0.012868891003988803, -0.0017295663832966046]
[-0.005655811986140069, -0.0009267529702667865]
[0.005771393872164632, -0.0019942105580295078]
[0.006295123381887091, 0.0016251339088708683]
[-0.0038679580476714825, -0.0003253857169593921]
[-0.009696550150928074, -0.004381124108933432]
[-0.009124295996572385, 0.0006034274568632869]
[-0.0018605145138144152, 6.879064053499917e-05]
[0.005490643865731171, -0.0044830484527715875]
[0.0030543092694834684, 0.002669074846310293]
[-0.005852730876570789, 0.00147372194296147]
[-0.008136856559705974, -0.006406870650828789]
[-0.0052435723517172406, 0.000729774712192377]
[1.6528702013351992e-05, 0.002330733271323382]
[0.0034545086715889184, -0.005901786555417843]
[0.00017469915005841052, 0.00171794198412345]
[-0.005857603078728735, 0.003770123096561051]
[-0.005424294187600598, -0.007007170276973174]
[-0.002522595243416692, -0.000825062433424506]
[-0.00010461672611716821, 0.00446087618211255]
[0.0009101867105281158, -0.005625136599062497]
[-0.00130646313025784, -0.00040687447816872835]
[-0.0042792041316424, 0.0052884828201544415]
[-0.0028167705982868885, -0.005966272204886991]
[-0.0015531984739379223, -0.0029527101450401716]
[-0.0014985970386938163, 0.005437169561104849]
[-0.0009535551645687423, -0.003920650649958057]
[-0.0011454149807059721, -0.0025529361319299726]
[-0.0021002205604641055, 0.005376437692142688]
[-0.0012845735424619198, -0.00385096869915591]
[-0.0021146132693597997, -0.004538608175670866]
[-0.003089925082072398, 0.00495292732932423]
[-0.001482878915122332, -0.001643787326537971]
[0.0001663664919200336, -0.0037838872747049113]
[-0.0003629872389394606, 0.004143171753897779]
[-0.0011616061244158482, -0.0016090132902260024]
[-0.00341741764298642, -0.00492593360516036]
[-0.003962481994516764, 0.0034005159739491087]
[-0.0007254209960430302, 0.00024240365012824505]
[0.00174868541578177, -0.0037314254617832887]
[0.00027905269634243, 0.0022623358301938623]
[-0.0021242770061338234, -9.109015505015527e-05]
[-0.0045360485497447645, -0.004103857480923345]
[-0.003709417619226496, 0.00157180321268513]
[0.0007223917409415748, 0.0010996442701772802]
[0.0027755112236495516, -0.002647040516565724]
[-0.000233762997827347, 0.0005793451409688011]
[-0.0034471170079288793, 0.0002978188412264826]
[-0.004820656053998507, -0.002593779734036461]
[-0.002509580715704507, 0.00024706902805005093]
[0.0020687146540778745, 0.0008325040164536279]
[0.00281679681101743, -0.0011854484457756165]
[-0.0014468653366159767, -0.0002827986983851005]
[-0.004382346537443932, -0.00030204780297214684]
[-0.004122699206547148, -0.0011323696575975123]
[-0.0009455433106870803, -0.0001396933064643502]
[0.0027007841811265143, -0.00016055933848058146]
[0.0019551579525201035, -5.459812544006404e-05]
[-0.0026746217211177647, -0.0001562374545920342]
[-0.004485294815479213, -0.0013541553220896702]
[-0.002771353489697148, -0.00031668090359399104]
[0.00031874810941612264, 0.0003674702658140738]
[0.002421186037109918, -0.001238669353786026]
[0.0006652779803159037, 0.0002997999697843534]
[-0.0033357310073949265, 0.0006714100854666727]
[-0.003757926045117932, -0.0022204584362944813]
[-0.0013503049506451426, -0.0003662478749699716]
[0.0008430518797047926, 0.0013407749802314406]
[0.0014683789957751214, -0.0018344412144997158]
[-0.00045590991611793585, -0.00015251099186663897]
[-0.003191067775033307, 0.0016528238295321074]
[-0.0025778617427874018, -0.002454516628866754]
[-0.00040011955462604387, -0.0010848402301983917]
[0.0005719209017283067, 0.002214351812503068]
[0.0003457141572993372, -0.0016901577570402893]
[-0.0009708401615242668, -0.0010760933719750204]
[-0.0023973561646454256, 0.0022598100486453665]
[-0.0014752402070994375, -0.0019679188707621975]
[-0.0001843046694099404, -0.0020084402938245205]
[-0.0001957707794114638, 0.002553676226476731]
[-0.00043956715044335404, -0.0009246858224224441]
[-0.0007721521935004638, -0.0019715609646445698]
[-0.0013804454308956604, 0.002213277910631528]
[-0.0008753833647812126, -0.0010166092453371967]
[-0.0006105159933930127, -0.002648903603783781]
[-0.0009882804088485186, 0.0022291209302260917]
[-0.0006018741632523028, 7.372515262778212e-05]
[-8.454138796776256e-05, -0.002420636529936182]
[-0.0006084072860942369, 0.0015717115529327863]
[-0.0009235435767024347, -3.811899982131273e-05]
[-0.0013193966193796314, -0.0027143241374314453]
[-0.00139370571891817, 0.0014314703554956232]
[-0.00017421226407110524, 0.0008582605547282351]
[0.0006800858110554975, -0.002261957518725044]
[-0.00037690427195025133, 0.000658854513097662]
[-0.0014570585723251428, 0.0005692132596183397]
[-0.001879640335089361, -0.0022130820910766236]
[-0.0012353546701040496, 0.0005437211812061582]
[0.0005487196304001518, 0.001132037079913717]
[0.0011313218477036618, -0.0016298203522611132]
[-0.0006992273187942377, -0.00011653683766299494]
[-0.002117828418256751, 0.0006206340877604744]
[-0.0019897697577514473, -0.0014110858080799288]
[-0.000620093684358114, -5.590024593216114e-05]
[0.0011764038795043508, 0.0008629496487471133]
[0.001072760778653814, -0.0008563761080071508]
[-0.0013360533183008894, -0.00045571688825774004]
[-0.002537708991963261, 0.00020199193044308228]
[-0.0015967325788495829, -0.0006796345452297278]
[0.00014576611654337768, -0.00016407435432719275]
[0.0014104193009750188, 0.00026587439418812586]
[0.0005664701707273068, -0.0002975196780197198]
[-0.001934435488353703, -0.00029162604588184315]
[-0.0025056977135778924, -0.00040142073116122834]
[-0.0008889293238408813, -0.00031475320939272633]
[0.0007196080176501418, 0.0001765400139837059]
[0.001168307603665264, -0.00032373497473381363]
[-0.0001261948002381219, -0.00016905443257941855]
[-0.002201097295770005, 0.00020803468167313044]
[-0.002044677245303328, -0.0008572035017031521]
[-0.000181716013017863, -0.0004118209762200564]
[0.0008826433181167159, 0.0007252444751280063]
[0.0005957359368319315, -0.0006156768199832019]
[-0.0006865398106462722, -0.00046504076266101757]
[-0.0020286673127026256, 0.0007438290982609425]
[-0.0013739182354397528, -0.0009418583111491241]
[0.00024101142596033576, -0.0008451228638439723]
[0.0006257586424619488, 0.0011751131217774269]
[-2.5671241140612366e-05, -0.00049151103231726]
[-0.0008902339395705505, -0.0009855435431837187]
[-0.0015236425188250302, 0.001035483055673747]
[-0.0007870478245856072, -0.000630079254050786]
[0.00025315469268355484, -0.0013496794483092156]
[0.00013085176685967426, 0.001300107381243254]
[-0.0004217920745803738, -3.9307408662758725e-05]
[-0.0006994948662246703, -0.001449181769988317]
[-0.0009343743927667791, 0.0009475044343619787]
[-0.0005096829764524025, -8.445833729764374e-05]
[-7.266884470491508e-05, -0.0016573086122340097]
[-0.0003325472143244079, 0.0010495459806628762]
[-0.00045053930678701226, 0.0005090657854017328]
[-0.00026060700748775645, -0.0016305709070065788]
[-0.0005223287757604167, 0.0005355750210516153]
[-0.0006031744346226553, 0.0004391007235395872]
[-0.000518977574949675, -0.0016196876804726035]
[-0.0005396580412131979, 0.0005528161611128776]
[-0.00015317460494207458, 0.0008994596198266258]
[0.00018214947940775605, -0.0014578665850797368]
[-0.00044082214262297637, 1.030915884214778e-06]
[-0.0009532379962441384, 0.0007186508649590362]
[-0.0008377908828445246, -0.0012640308253808463]
[-0.0004088301504482361, 4.146541640814849e-05]
[0.00028330636871554127, 0.0009746203615477178]
[0.0004085425783588448, -0.0010302479011776722]
[-0.0006754935607544699, -0.0004165167761862598]
[-0.0013400052662719264, 0.0006650467857904283]
[-0.0008674232874729126, -0.000762928713918809]
[-2.4630902495936802e-05, -0.000267593261682908]
[0.0006266747301035824, 0.0007370905608596878]
[0.00032129337265274227, -0.0005553921931251704]
[-0.0010674355631763444, -0.0005533994510813489]
[-0.0015495276753734188, 0.000350190161822396]
[-0.0005982808181560911, -0.00034057703416268126]
[0.0004174765781382872, -0.0002707245049833329]
[0.0007108828844120396, 0.0003326983251561444]
[-2.1002238474454593e-05, -0.00024325972452543532]
[-0.001400385283137462, -0.00039019088624991927]
[-0.001471833618744367, -4.137762265535305e-05]
[-0.00016254954861583126, -0.00016433927505948853]
[0.0007120735395701669, -1.475500120617923e-05]
[0.0005064537639273836, -3.020896479477564e-05]
[-0.00044569668754301794, -0.0002088983831625979]
[-0.0015060256393070737, -4.723563307540424e-05]
[-0.0011419570949281477, -0.0003081439300408606]
[0.00024032893852232728, -0.0002726343112208207]
[0.0007398637461039637, 0.0003385545962075742]
[0.00012146157186365691, -0.00018279209860172507]
[-0.0007565440780634147, -0.0004279504206203405]
[-0.001337471892358215, 0.0002837820752959186]
[-0.0007103984464852386, -0.0003263330546130483]
[0.00044231126995847303, -0.0005688586332186496]
[0.0005152675334578749, 0.0005977856846950402]
[-0.0002609935350219583, -7.025410757377504e-05]
[-0.000826840735790646, -0.0007604880579113182]
[-0.0009800978753265466, 0.00043500292247242167]
[-0.000362957860148172, -0.00010023865297692502]
[0.00038204361798072073, -0.0008781808421742809]
[0.00016800681063428025, 0.0006332312034405541]
[-0.00047439212488675775, 0.00023292117630041576]
[-0.0006521797807943486, -0.001026134792679545]
[-0.0006002892725549547, 0.0003381425382302794]
[-0.00023130500788404174, 0.0002510625112650544]
[0.0001242012546427418, -0.0010355233670678032]
[-0.00012704740779535817, 0.00043175119196622175]
[-0.0004447499878129646, 0.0005688531529408208]
[-0.00034203163628387934, -0.0010913949453185134]
[-0.00036113476883492535, 4.760834162409466e-05]
[-0.00033631319032334517, 0.0005589908823985246]
[-0.00018120875222749078, -0.0009614734098736255]
[-0.00023496163828706784, 9.294532505733921e-05]
[-0.00021722164343851436, 0.0007768657094261444]
[-5.9252405114507134e-05, -0.0009278450554390805]
[-0.0003467853684348751, -0.0002952086693011058]
[-0.0005875512950369033, 0.0006881919493571531]
[-0.00037570979016099404, -0.0006920835224171196]
[-0.00012018983400474692, -0.00022665593644266568]
[7.479853350822463e-05, 0.000768646947578111]
[6.016664651334325e-05, -0.0006167186435033223]
[-0.000529731690095403, -0.0005350548714113668]
[-0.0008345110508193587, 0.0005970011282973794]
[-0.0003668315602299854, -0.0003525933456742826]
[0.000145015274321314, -0.00039127367657809664]
[0.0002790484620689426, 0.0005636294946875786]
[-3.166546690147598e-05, -0.0003021469845175817]
[-0.0007926468086332239, -0.0005764329517208289]
[-0.0009416343212731437, 0.00034944557553818686]
[-0.00016588737299216838, -9.179629939269629e-05]
[0.0004230092262593188, -0.00034766743794745203]
[0.0002969876726762466, 0.0002713981899920004]
[-0.00027918960958966954, -0.00011885506327041773]
