[320.5683203603197, 46.55862401524283]
[-15.545081524669321, -6.074845331658281]
[25.26556890318375, -30.818890670510896]
[-1.8985401289241182, -6.213975944459406]
[7.4674595866278075, 3.056951769439216]
[0.19638467692294181, -0.4978491832871992]
[0.4346380350478629, 2.396142883821584]
[0.6376105631733022, 0.12897327617612575]
[-1.1891532878248032, 0.5147718306148743]
[0.755626342024736, -0.5558401883801594]
[-0.5826953642445463, -0.6596975990023175]
[0.38220802084694583, -0.7171527688067116]
[0.14076021707570163, -0.6614869421974321]
[-0.04816471840873593, -0.4090063253998384]
[0.2796623419855173, -0.13667348701450344]
[-0.05606444849141745, -0.11816021770628815]
[0.028437244023250763, 0.07542261075706769]
[0.14595157303519724, -0.06211471580315164]
[-0.14823976218622192, -0.09016356682928883]
[0.166398115484097, -0.16353811327034418]
[-0.0524784823691391, -0.2230123641836872]
[0.028990449283317954, -0.20524576756284674]
[0.09822538983535045, -0.1452290537784542]
[-0.03669114879014845, -0.10683474819811956]
[0.07494365811391024, -0.016589691011495766]
[0.018489603658769616, -0.016990861410630775]
[-0.0358920865856579, -0.0066072120183690575]
[0.07362438113224945, -0.047265315906710015]
[-0.04801351121153363, -0.0819808910756592]
[0.047430880906424555, -0.10423581692855066]
[0.02549607353971206, -0.10277686608178005]
[-0.01060473514865734, -0.08086397073218049]
[0.053098418845019424, -0.03966550331564461]
[-0.013402716615891652, -0.022142432116246447]
[0.007073586978345148, 0.002856395106312526]
[0.0306689220170413, -0.014729760929092173]
[-0.02861708375307681, -0.029278282176880666]
[0.04167699723795937, -0.04897902548689925]
[-0.004823347562556091, -0.06441790153946192]
[0.004931256997036559, -0.059034958193929565]
[0.03098939587161098, -0.042290651588964945]
[-0.014899496277723911, -0.02916190454616885]
[0.021337961358638524, -0.0047116077381694765]
[0.008383600346037579, -0.006115636387724277]
[-0.012416999729652822, -0.008259241505465198]
[0.02835740592652769, -0.020466129437814118]
[-0.013648225507070011, -0.03571009549280174]
[0.013545889374559195, -0.04093902481878864]
[0.014220579356981178, -0.037908166257845544]
[-0.007896582029844001, -0.030279212410027068]
[0.02152652211448114, -0.012979569016189352]
[-0.0030397015477339195, -0.006752374406901296]
[-0.00039587154631465227, -0.0011365629547194778]
[0.015767500487038122, -0.007670039084709757]
[-0.01229108422116032, -0.017250777483044377]
[0.01652338910391915, -0.025530238375014225]
[0.0024653849763802693, -0.03018186890680452]
[-0.000726564575671329, -0.027033322189849343]
[0.01616329380907744, -0.017483575744026134]
[-0.006894782798069876, -0.010552100168649048]
[0.007277810801688656, -0.0012612187212206472]
[0.006462280218536787, -0.0031040823169425913]
[-0.0074718755365109635, -0.006913801822859167]
[0.014794449045103186, -0.013592509719312751]
[-0.004213673453482336, -0.02100107350250846]
[0.004483097777721712, -0.021864831921706074]
[0.009721894290206201, -0.01843853114930427]
[-0.005737449702957753, -0.013704655382501763]
[0.010390910250281049, -0.004558823723342265]
[0.0003252964743725162, -0.0026532964837786555]
[-0.002266389204957253, -0.001993175856478624]
[0.010404976880766137, -0.005985028032214457]
[-0.006253142213080487, -0.012475444632069843]
[0.00755030725232575, -0.01601369700223243]
[0.003921351707119269, -0.016934270668310436]
[-0.002407907668775744, -0.014580209612562012]
[0.009805020648282259, -0.007985986490296026]
[-0.0030224239588636514, -0.004304377313511576]
[0.0021535325783449966, -0.0006326466327458702]
[0.005597500868197436, -0.002301573917450117]
[-0.005155482819042767, -0.006151834807106127]
[0.008412270303236768, -0.01022746557794707]
[-0.0005009355042853159, -0.013731018141535323]
[0.0009793633528354384, -0.013391641300924323]
[0.007193633497060731, -0.009994637187097852]
[-0.0038047522855870763, -0.0066012789579730224]
[0.0050797674952229865, -0.001598672901014675]
[0.0016733273633986467, -0.0013058259516991466]
[-0.0026689708314105998, -0.0023686803276765644]
[0.007259361648457585, -0.005413850584865126]
[-0.003005935036263674, -0.009623025420308823]
[0.003494733272613182, -0.0109736316667568]
[0.004013018818480374, -0.010369277096040408]
[-0.002643856541513223, -0.008272022500924514]
[0.0060932661202887095, -0.0036369160636033904]
[-0.000975516361730322, -0.001877539823171015]
